"indicateurs","zones","regions","Unit","Date","Value"
"Repartition des ménages par zones","Urban","Matam","","2007","10762.955816021"
"Repartition des ménages par zones","Urban","Matam","","2008","11429.1457196332"
"Repartition des ménages par zones","Urban","Matam","","2009","12122.4930254539"
"Repartition des ménages par zones","Urban","Matam","","2010","11786.1898505796"
"Repartition des ménages par zones","Urban","Matam","","2011","12474.8989085444"
"Repartition des ménages par zones","Urban","Matam","","2012","14259.388"
"Repartition des ménages par zones","Urban","Matam","","2013","11179"
"Repartition des ménages par zones","Urban","Matam","","2014","12492.2879850397"
"Repartition des ménages par zones","Urban","Matam","","2015","13374.221715755"
"Repartition des ménages par zones","Urban","Matam","","2016","14362.1741467976"
"Repartition des ménages par zones","Urban","Matam","","2017","15403.9758648901"
"Repartition des ménages par zones","Urban","Matam","","2018","16438.6847826087"
"Repartition des ménages par zones","Urban","Saint-Louis","","1988","19391"
"Repartition des ménages par zones","Urban","Saint-Louis","","1989","20018"
"Repartition des ménages par zones","Urban","Saint-Louis","","1990","21854"
"Repartition des ménages par zones","Urban","Saint-Louis","","1991","22565"
"Repartition des ménages par zones","Urban","Saint-Louis","","1992","23294"
"Repartition des ménages par zones","Urban","Saint-Louis","","1993","24045"
"Repartition des ménages par zones","Urban","Saint-Louis","","1994","24818"
"Repartition des ménages par zones","Urban","Saint-Louis","","1995","25617"
"Repartition des ménages par zones","Urban","Saint-Louis","","1996","29843"
"Repartition des ménages par zones","Urban","Saint-Louis","","1997","30762"
"Repartition des ménages par zones","Urban","Saint-Louis","","1998","31708"
"Repartition des ménages par zones","Urban","Saint-Louis","","1999","32680"
"Repartition des ménages par zones","Urban","Saint-Louis","","2000","28096"
"Repartition des ménages par zones","Urban","Saint-Louis","","2001","29932"
"Repartition des ménages par zones","Urban","Saint-Louis","","2002","30222"
"Repartition des ménages par zones","Urban","Saint-Louis","","2003","31183"
"Repartition des ménages par zones","Urban","Saint-Louis","","2004","32174"
"Repartition des ménages par zones","Urban","Saint-Louis","","2005","33196"
"Repartition des ménages par zones","Urban","Saint-Louis","","2006","34252"
"Repartition des ménages par zones","Urban","Saint-Louis","","2007","35340"
"Repartition des ménages par zones","Urban","Saint-Louis","","2008","36464"
"Repartition des ménages par zones","Urban","Saint-Louis","","2009","37623"
"Repartition des ménages par zones","Urban","Saint-Louis","","2010","38819"
"Repartition des ménages par zones","Urban","Saint-Louis","","2011","40053"
"Repartition des ménages par zones","Urban","Saint-Louis","","2012","41326"
"Repartition des ménages par zones","Urban","Saint-Louis","","2013","51162"
"Repartition des ménages par zones","Urban","Saint-Louis","","2014","53631"
"Repartition des ménages par zones","Urban","Saint-Louis","","2015","55766"
"Repartition des ménages par zones","Urban","Saint-Louis","","2016","57979"
"Repartition des ménages par zones","Urban","Saint-Louis","","2017","60273"
"Repartition des ménages par zones","Urban","Saint-Louis","","2018","62647"
"Repartition des ménages par zones","Urban","Sédhiou","","2008","9772.08813245285"
"Repartition des ménages par zones","Urban","Sédhiou","","2009","10065.1208002662"
"Repartition des ménages par zones","Urban","Sédhiou","","2010","10166.2147080358"
"Repartition des ménages par zones","Urban","Sédhiou","","2011","10268.3240013522"
"Repartition des ménages par zones","Urban","Sédhiou","","2012","10371.4588787312"
"Repartition des ménages par zones","Urban","Sédhiou","","2013","8598"
"Repartition des ménages par zones","Urban","Sédhiou","","2014","9481.9693382674"
"Repartition des ménages par zones","Urban","Sédhiou","","2015","10038.3779391822"
"Repartition des ménages par zones","Urban","Sédhiou","","2016","10574.1348978325"
"Repartition des ménages par zones","Urban","Sédhiou","","2017","11188.0518996943"
"Repartition des ménages par zones","Urban","Sédhiou","","2018","11833.8850759648"
"Repartition des ménages par zones","Urban","Tambacounda","","1970","5138"
"Repartition des ménages par zones","Urban","Tambacounda","","1971","5370"
"Repartition des ménages par zones","Urban","Tambacounda","","1972","5611"
"Repartition des ménages par zones","Urban","Tambacounda","","1973","5864"
"Repartition des ménages par zones","Urban","Tambacounda","","1974","6048"
"Repartition des ménages par zones","Urban","Tambacounda","","1975","6240"
"Repartition des ménages par zones","Urban","Tambacounda","","1976","6438"
"Repartition des ménages par zones","Urban","Tambacounda","","1977","6577"
"Repartition des ménages par zones","Urban","Tambacounda","","1978","6719"
"Repartition des ménages par zones","Urban","Tambacounda","","1979","6866"
"Repartition des ménages par zones","Urban","Tambacounda","","1980","7016"
"Repartition des ménages par zones","Urban","Tambacounda","","1981","7172"
"Repartition des ménages par zones","Urban","Tambacounda","","1982","7331"
"Repartition des ménages par zones","Urban","Tambacounda","","1983","7495"
"Repartition des ménages par zones","Urban","Tambacounda","","1984","7664"
"Repartition des ménages par zones","Urban","Tambacounda","","1985","7838"
"Repartition des ménages par zones","Urban","Tambacounda","","1986","8017"
"Repartition des ménages par zones","Urban","Tambacounda","","1987","8200"
"Repartition des ménages par zones","Urban","Tambacounda","","1988","8389"
"Repartition des ménages par zones","Urban","Tambacounda","","1989","8710"
"Repartition des ménages par zones","Urban","Tambacounda","","1990","9043"
"Repartition des ménages par zones","Urban","Tambacounda","","1991","9386"
"Repartition des ménages par zones","Urban","Tambacounda","","1992","10305"
"Repartition des ménages par zones","Urban","Tambacounda","","1993","10691"
"Repartition des ménages par zones","Urban","Tambacounda","","1994","11089"
"Repartition des ménages par zones","Urban","Tambacounda","","1995","11502"
"Repartition des ménages par zones","Urban","Tambacounda","","1996","11606"
"Repartition des ménages par zones","Urban","Tambacounda","","1997","12002"
"Repartition des ménages par zones","Urban","Tambacounda","","1998","12409"
"Repartition des ménages par zones","Urban","Tambacounda","","1999","12828"
"Repartition des ménages par zones","Urban","Tambacounda","","2000","13258"
"Repartition des ménages par zones","Urban","Tambacounda","","2001","13503"
"Repartition des ménages par zones","Urban","Tambacounda","","2002","12825"
"Repartition des ménages par zones","Urban","Tambacounda","","2003","13012"
"Repartition des ménages par zones","Urban","Tambacounda","","2004","13203"
"Repartition des ménages par zones","Urban","Tambacounda","","2005","13396"
"Repartition des ménages par zones","Urban","Tambacounda","","2006","13592"
"Repartition des ménages par zones","Urban","Tambacounda","","2007","13790"
"Repartition des ménages par zones","Urban","Tambacounda","","2008","13992"
"Repartition des ménages par zones","Urban","Tambacounda","","2009","14196"
"Repartition des ménages par zones","Urban","Tambacounda","","2010","17507"
"Repartition des ménages par zones","Urban","Tambacounda","","2011","18164"
"Repartition des ménages par zones","Urban","Tambacounda","","2012","18429"
"Repartition des ménages par zones","Urban","Tambacounda","","2013","21307"
"Repartition des ménages par zones","Urban","Tambacounda","","2014","22530"
"Repartition des ménages par zones","Urban","Tambacounda","","2015","23524"
"Repartition des ménages par zones","Urban","Tambacounda","","2016","24664"
"Repartition des ménages par zones","Urban","Tambacounda","","2017","25861"
"Repartition des ménages par zones","Urban","Tambacounda","","2018","27116"
"Repartition des ménages par zones","Urban","Thiès","","1985","31717"
"Repartition des ménages par zones","Urban","Thiès","","1986","33002"
"Repartition des ménages par zones","Urban","Thiès","","1987","34338"
"Repartition des ménages par zones","Urban","Thiès","","1988","35729"
"Repartition des ménages par zones","Urban","Thiès","","1989","37187"
"Repartition des ménages par zones","Urban","Thiès","","1990","39970"
"Repartition des ménages par zones","Urban","Thiès","","1991","41574"
"Repartition des ménages par zones","Urban","Thiès","","1992","42288"
"Repartition des ménages par zones","Urban","Thiès","","1993","43958"
"Repartition des ménages par zones","Urban","Thiès","","1994","45683"
"Repartition des ménages par zones","Urban","Thiès","","1995","47476"
"Repartition des ménages par zones","Urban","Thiès","","1996","51555"
"Repartition des ménages par zones","Urban","Thiès","","1997","53531"
"Repartition des ménages par zones","Urban","Thiès","","1998","55570"
"Repartition des ménages par zones","Urban","Thiès","","1999","57673"
"Repartition des ménages par zones","Urban","Thiès","","2000","59838"
"Repartition des ménages par zones","Urban","Thiès","","2001","58824"
"Repartition des ménages par zones","Urban","Thiès","","2002","62108"
"Repartition des ménages par zones","Urban","Thiès","","2003","64361"
"Repartition des ménages par zones","Urban","Thiès","","2004","66697"
"Repartition des ménages par zones","Urban","Thiès","","2005","69117"
"Repartition des ménages par zones","Urban","Thiès","","2006","71624"
"Repartition des ménages par zones","Urban","Thiès","","2007","74223"
"Repartition des ménages par zones","Urban","Thiès","","2008","76916"
"Repartition des ménages par zones","Urban","Thiès","","2009","79707"
"Repartition des ménages par zones","Urban","Thiès","","2010","82599"
"Repartition des ménages par zones","Urban","Thiès","","2011","85596"
"Repartition des ménages par zones","Urban","Thiès","","2012","88702"
"Repartition des ménages par zones","Urban","Thiès","","2013","106308"
"Repartition des ménages par zones","Urban","Thiès","","2014","110925"
"Repartition des ménages par zones","Urban","Thiès","","2015","115382"
"Repartition des ménages par zones","Urban","Thiès","","2016","119755"
"Repartition des ménages par zones","Urban","Thiès","","2017","124513"
"Repartition des ménages par zones","Urban","Thiès","","2018","129178"
"Repartition des ménages par zones","Urban","Ziguinchor","","1970","9977"
"Repartition des ménages par zones","Urban","Ziguinchor","","1971","10426"
"Repartition des ménages par zones","Urban","Ziguinchor","","1972","10895"
"Repartition des ménages par zones","Urban","Ziguinchor","","1973","11386"
"Repartition des ménages par zones","Urban","Ziguinchor","","1974","11782"
"Repartition des ménages par zones","Urban","Ziguinchor","","1975","12194"
"Repartition des ménages par zones","Urban","Ziguinchor","","1976","12622"
"Repartition des ménages par zones","Urban","Ziguinchor","","1977","13075"
"Repartition des ménages par zones","Urban","Ziguinchor","","1978","13546"
"Repartition des ménages par zones","Urban","Ziguinchor","","1979","14035"
"Repartition des ménages par zones","Urban","Ziguinchor","","1980","14542"
"Repartition des ménages par zones","Urban","Ziguinchor","","1981","15070"
"Repartition des ménages par zones","Urban","Ziguinchor","","1982","15618"
"Repartition des ménages par zones","Urban","Ziguinchor","","1983","16187"
"Repartition des ménages par zones","Urban","Ziguinchor","","1984","16778"
"Repartition des ménages par zones","Urban","Ziguinchor","","1985","17392"
"Repartition des ménages par zones","Urban","Ziguinchor","","1986","18031"
"Repartition des ménages par zones","Urban","Ziguinchor","","1987","18693"
"Repartition des ménages par zones","Urban","Ziguinchor","","1988","19382"
"Repartition des ménages par zones","Urban","Ziguinchor","","1989","20188"
"Repartition des ménages par zones","Urban","Ziguinchor","","1990","21873"
"Repartition des ménages par zones","Urban","Ziguinchor","","1991","22746"
